epoch;loss
0;4.022016525268555
1;3.255955457687378
2;2.94122314453125
3;2.6413443088531494
4;2.353097438812256
5;2.072828769683838
6;1.8313474655151367
7;1.6505781412124634
8;1.5279428958892822
9;1.422561526298523
10;1.3493162393569946
11;1.2947438955307007
12;1.256664752960205
13;1.217634916305542
14;1.1973751783370972
15;1.1584770679473877
16;1.1477872133255005
17;1.122222661972046
18;1.1042613983154297
19;1.0937896966934204
